Date,PX_LAST,PX_VOLUME
#NAME?,11520.3,262701024
43346,11582.35,241726864
43343,11680.5,357230304
43342,11676.8,323450304
43341,11691.9,259351552
43340,11738.5,249420320
43339,11691.95,205689328
43336,11557.1,225604576
43335,11582.75,256163840
43333,11570.9,231063664
43332,11551.75,239843360
43329,11470.75,241985504
43328,11385.05,299610304
43326,11435.1,239841680
43325,11355.75,254466752
43322,11429.5,336424192
43321,11470.7,311521408
43320,11450,217047648
43319,11389.45,233409616
43318,11387.1,210002576
43315,11360.8,225146368
43314,11244.7,216533120
43313,11346.2,278012704
43312,11356.5,264430896
43311,11319.55,287435936
43308,11278.35,324343456
43307,11167.3,376657408
43306,11132,212333168
43305,11134.3,212247392
43304,11084.75,236153088
43301,11010.2,193144112
43300,10957.1,222056400
43299,10980.45,232502464
43298,11008.05,217107584
43297,10936.85,216971408
43294,11018.9,241670816
43293,11023.2,256034816
43292,10948.3,229212000
43291,10947.25,203061984
43290,10852.9,189331008
43287,10772.65,256547712
43286,10749.75,227267168
43285,10769.9,179268272
43284,10699.9,208371552
43283,10657.3,304536672
43280,10714.3,250327872
43279,10589.1,363157312
43278,10671.4,253620800
43277,10769.15,226846384
43276,10762.45,236693280
43273,10821.85,236898416
43272,10741.1,230507376
43271,10772.05,199467088
43270,10710.45,231382784
43269,10799.85,202727200
43266,10817.7,314764416
43265,10808.05,190031664
43264,10856.7,220003040
43263,10842.85,204419184
43262,10786.95,217849904
43259,10767.65,215942528
43258,10768.35,227663152
43257,10684.65,195761424
43256,10593.15,172898032
43255,10628.5,210148320
43252,10696.2,227355568
43251,10736.15,629198592
43250,10614.35,246124256
43249,10633.3,232761568
43248,10688.65,239786000
43245,10605.15,268914880
43244,10513.85,306792512
43243,10430.35,299919104
43242,10536.7,249236640
43241,10516.7,197294176
43238,10596.4,229908944
43237,10682.7,220738928
43236,10741.1,238221888
43235,10801.85,262202304
43234,10806.6,176697504
43231,10806.5,209392112
43230,10716.55,197988480
43229,10741.7,222115648
43228,10717.8,278118624
43227,10715.5,173620240
43224,10618.25,192296048
43223,10679.65,190869808
43222,10718.05,236757168
43220,10739.35,179163472
43217,10692.3,306671168
43216,10617.8,345536160
43215,10570.55,195129616
43214,10614.35,225972672
43213,10584.7,200203200
43210,10564.05,252227264
43209,10565.3,270740896
43208,10526.2,211823040
43207,10548.7,212449536
43206,10528.35,200950880
43203,10480.6,219724720
43202,10458.65,246027888
43201,10417.15,258077360
43200,10402.25,259523888
43199,10379.35,228512960
43196,10331.6,206355696
43195,10325.15,244116240
43194,10128.4,238182928
43193,10245,211652032
43192,10211.8,232432640
43187,10113.7,354977184
43186,10184.15,232713984
43185,10130.65,270665344
43182,9998.05,294515168
43181,10114.75,237632976
43180,10155.25,211060432
43179,10124.35,209327600
43178,10094.25,216670032
43175,10195.15,338702432
43174,10360.15,179308592
43173,10410.9,186991168
43172,10426.85,274852800
43171,10421.4,223135456
43168,10226.85,192333328
43167,10242.65,233377712
43166,10154.2,257200592
43165,10249.25,229782304
43164,10358.85,199975712
43160,10458.35,181378496
43159,10492.85,294794208
43158,10554.3,193250160
43157,10582.6,177238624
43154,10491.05,217134368
43153,10382.7,323259072
43152,10397.45,241331536
43151,10360.4,193464864
43150,10378.4,193087744
43147,10452.3,190043184
43146,10545.5,217090240
43145,10500.9,236329440
43143,10539.75,224114800
43140,10454.95,197502912
43139,10576.85,239407936
43138,10476.7,258095424
43137,10498.25,274656448
43136,10666.55,247479152
43133,10760.6,291432000
43132,11016.9,315743488
43131,11027.7,253462576
43130,11049.65,234969504
43129,11130.4,249220720
43125,11069.65,340469472
43124,11086,292197056
43123,11083.7,293445760
43122,10966.2,238815808
43119,10894.7,214011968
43118,10817,321609376
43117,10788.55,260488464
43116,10700.45,217468080
43115,10741.55,181262080
43112,10681.25,180592160
43111,10651.2,158630048
43110,10632.2,181900016
43109,10637,211291568
43108,10623.6,174181232
43105,10558.85,186469712
43104,10504.8,180257392
43103,10443.2,172516864
43102,10442.2,158092432
43101,10435.55,134532096
43098,10530.7,156736224
43097,10477.9,281309984
43096,10490.75,170307120
43095,10531.5,160417376
43091,10493,143119168
43090,10440.3,156646976
43089,10444.2,180597456
43088,10463.2,174340672
43087,10388.75,237506976
43084,10333.25,262974704
43083,10252.1,159103968
43082,10192.95,187191968
43081,10240.15,180546896
43080,10322.25,152034656
43077,10265.65,206234016
43076,10166.7,171339024
43075,10044.1,171208368
43074,10118.25,160253040
43073,10127.75,153240128
43070,10121.8,147765536
43069,10226.55,353105248
43068,10361.3,157192928
43067,10370.25,202050864
43066,10399.55,146276512
43063,10389.7,133177328
43062,10348.75,157651840
43061,10342.3,162504064
43060,10326.9,191859088
43059,10298.75,151751408
43056,10283.6,209592896
43055,10214.75,188180032
43054,10118.05,213836208
43053,10186.6,314413472
43052,10224.95,216799584
43049,10321.75,287962944
43048,10308.95,247606608
43047,10303.15,282950336
43046,10350.15,295830688
43045,10451.8,199559408
43042,10452.5,206101232
43041,10423.8,207735024
43040,10440.5,268270464
43039,10335.3,239809696
43038,10363.65,244193184
43035,10323.05,322411424
43034,10343.8,443036000
43033,10295.35,612620800
43032,10207.7,223914320
43031,10184.85,224799216
43027,10146.55,31086380
43026,10210.85,262111792
43025,10234.45,201782384
43024,10230.85,209327360
43021,10167.45,237230048
43020,10096.4,207106672
43019,9984.8,195593056
43018,10016.95,153246576
43017,9988.75,148395840
43014,9979.7,201858896
43013,9888.7,152362416
43012,9914.9,160993984
43011,9859.5,167833408
43007,9788.6,202350208
43006,9768.95,396874528
43005,9735.75,206305984
43004,9871.5,196792800
43003,9872.6,228206976
43000,9964.4,233621600
42999,10121.9,197710672
42998,10141.15,205605248
42997,10147.55,193345984
42996,10153.1,160852672
42993,10085.4,274799136
42992,10086.6,232637520
42991,10079.3,221608048
42990,10093.05,188248288
42989,10006.05,178409872
42986,9934.8,168698768
42985,9929.9,194626592
42984,9916.2,153767840
42983,9952.2,143522336
42982,9912.85,153369488
42979,9974.4,162730656
42978,9917.9,337782016
42977,9884.4,162704128
42976,9796.05,178668448
42975,9912.8,164493776
42971,9857.05,190398704
42970,9852.5,173815504
42969,9765.55,189267120
42968,9754.35,211627776
42965,9837.4,253931520
42964,9904.15,203652304
42963,9897.3,226269008
42961,9794.15,201613584
42958,9710.8,294732992
42957,9820.25,242820592
42956,9908.05,174395296
42955,9978.55,209645344
42954,10057.4,141566288
42951,10066.4,184082128
42950,10013.65,198665840
42949,10081.5,166463280
42948,10114.65,190000512
42947,10077.1,245096528
42944,10014.5,197491408
42943,10020.55,296782048
42942,10020.65,203697840
42941,9964.55,191206240
42940,9966.4,179905536
42937,9915.25,193286128
42936,9873.3,166083008
42935,9899.6,206376192
42934,9827.15,303007872
42933,9915.95,168596768
42930,9886.35,164456608
42929,9891.7,186866752
42928,9816.1,150045600
42927,9786.05,185322352
42926,9771.05,40142972
42923,9665.8,146232144
42922,9674.55,152001936
42921,9637.6,134849472
42920,9613.3,149313760
42919,9615,188690592
42916,9520.9,185202592
42915,9504.1,267283584
42914,9491.25,177652208
42913,9511.4,209593904
42909,9574.95,180580576
42908,9630,204888656
42907,9633.6,148490560
42906,9653.5,164437232
42905,9657.55,146146064
42902,9588.05,219808528
42901,9578.05,176423424
42900,9618.15,187378752
42899,9606.9,133734360
42898,9616.4,145786944
42895,9668.25,163897552
42894,9647.25,160165456
42893,9663.9,165669920
42892,9637.15,150379696
42891,9675.1,131685024
42888,9653.5,167195024
42887,9616.1,181533280
42886,9621.25,427053440
42885,9624.55,199894192
42884,9604.9,242266032
42881,9595.1,225647632
42880,9509.75,298147360
42879,9360.55,218265184
42878,9386.15,231345632
42877,9438.25,202874752
42874,9427.9,259861392
42873,9429.45,199340640
42872,9525.75,211856032
42871,9512.25,171709440
42870,9445.4,145163952
42867,9400.9,159079424
42866,9422.4,176439840
42865,9407.3,157363136
42864,9316.85,136417424
42863,9314.05,179709952
42860,9285.3,239133536
42859,9359.9,277895936
42858,9311.95,156342496
42857,9313.8,166558240
42853,9304.05,167229360
42852,9342.15,215881712
42851,9351.85,191395120
42850,9306.6,173896944
42849,9217.95,172908048
42846,9119.4,159981264
42845,9136.4,175629904
42844,9103.5,179117376
42843,9105.15,179569568
42842,9139.3,132244224
42838,9150.8,171695600
42837,9203.45,166755008
42836,9237,206261728
42835,9181.45,139968752
42832,9198.3,195918752
42831,9261.95,191937200
42830,9265.15,190529456
42828,9237.85,143444544
42825,9173.75,196771680
42824,9173.75,333410368
42823,9143.8,250902912
42822,9100.8,188985600
42821,9045.2,209036048
42818,9108,210021584
42817,9086.3,197705280
42816,9030.45,239463696
42815,9121.5,255396080
42814,9126.85,342395904
42811,9160.05,295554272
42810,9153.7,215096448
42809,9084.8,248033248
42808,9087,278726944
42804,8934.55,157420000
42803,8927,176810448
42802,8924.3,183325536
42801,8946.9,178827504
42800,8963.45,180194592
42797,8897.55,208915872
42796,8899.75,225608144
42795,8945.8,212328976
42794,8879.6,302722880
42793,8896.7,195847104
42789,8939.5,388874112
42788,8926.9,254677952
42787,8907.85,181091328
42786,8879.2,173022368
42783,8821.7,307526016
42782,8778,190277744
42781,8724.7,222828912
42780,8792.3,194133568
42779,8805.05,211180352
42776,8793.55,232947344
42775,8778.4,193282240
42774,8769.05,225485728
42773,8768.3,233294528
42772,8801.05,200403776
42769,8740.95,196936240
42768,8734.25,292329216
42767,8716.4,337797408
42766,8561.3,537110144
42765,8632.75,314110752
42762,8641.25,283905824
42760,8602.75,301490144
42759,8475.8,184745776
42758,8391.5,200993104
42755,8349.35,208901232
42754,8435.1,170956144
42753,8417,168867040
42752,8398,125781216
42751,8412.8,127938832
42748,8400.35,190949616
42747,8407.2,177948384
42746,8380.65,192285424
42745,8288.6,147312928
42744,8236.05,102211192
42741,8243.8,143689856
42740,8273.8,163957456
42739,8190.5,136476352
42738,8192.25,131186024
42737,8179.5,122016112
42734,8185.8,131457248
42733,8103.6,183984080
42732,8034.85,130580704
42731,8032.85,122463312
42730,7908.25,110171224
42727,7985.75,127921704
42726,7979.1,126409584
42725,8061.3,127543736
42724,8082.4,132026744
42723,8104.35,110669712
42720,8139.45,209268336
42719,8153.6,187425984
42718,8182.45,149132512
42717,8221.8,189739552
42716,8170.8,111432552
42713,8261.75,154344768
42712,8246.85,146857616
42711,8102.05,175024336
42710,8143.15,118854320
42709,8128.75,130435864
42706,8086.8,176767408
42705,8192.9,162597216
42704,8224.5,255725360
42703,8142.15,195618384
42702,8126.9,195595280
42699,8114.3,183355872
42698,7965.5,268619040
42697,8033.3,186602336
42696,8002.3,216677648
42695,7929.1,225608896
42692,8074.1,166199552
42691,8079.95,197183088
42690,8111.6,277801248
42689,8108.45,370298048
42685,8296.3,275221696
42684,8525.75,271196928
42683,8432,323968640
42682,8543.55,201759648
42681,8497.05,178070528
42678,8433.75,231783152
42677,8484.95,175773248
42676,8514,160130480
42675,8626.25,170068992
42673,8625.7,16610872
42671,8638,180906080
42670,8615.25,250336336
42669,8615.25,226133072
42668,8691.3,195696480
42667,8708.95,161966272
42664,8693.05,162162048
42663,8699.4,165952096
42662,8659.1,177397872
42661,8677.9,216626080
42660,8520.4,203516576
42657,8583.4,167848944
42656,8573.35,218861328
42653,8708.8,111794056
42650,8697.6,155053792
42649,8709.55,168713600
42648,8743.95,162103952
42647,8769.15,189990144
42646,8738.1,141472080
42643,8611.15,187333280
42642,8591.25,384395264
42641,8745.15,170643696
42640,8706.4,156100528
42639,8723.05,169050080
42636,8831.55,191618176
42635,8867.45,178136640
42634,8777.15,153441328
42633,8775.9,140718480
42632,8808.4,135814176
42629,8779.85,274039552
42628,8742.55,149889696
42627,8726.6,189984288
42625,8715.6,190199616
42622,8866.7,181344320
42621,8952.5,223937056
42620,8917.95,299145632
42619,8943,201617136
42615,8809.65,197385216
42614,8774.65,246336048
42613,8786.2,373422336
42612,8744.35,154828720
42611,8607.45,133723768
42608,8572.55,152146672
42607,8592.2,219736208
42606,8650.3,154168048
42605,8632.6,193302496
42604,8629.15,156976544
42601,8666.9,197770560
42600,8673.25,169431648
42599,8624.05,179540688
42598,8642.55,231771408
42594,8672.15,272014048
42593,8592.15,195114544
42592,8575.3,178963488
42591,8678.25,206261248
42590,8711.35,177877008
42587,8683.15,162784912
42586,8551.1,169780464
42585,8544.85,168033072
42584,8622.9,174556784
42583,8636.55,194186864
42580,8638.5,161935152
42579,8666.3,240721872
42578,8615.8,189796384
42577,8590.65,159563472
42576,8635.65,154631392
42573,8541.2,147619648
42572,8510.1,154575680
42571,8565.85,165349376
42570,8528.55,173050800
42569,8508.7,169400448
42566,8541.4,228598688
42565,8565,158738496
42564,8519.5,201492192
42563,8521.05,189339744
42562,8467.9,154399936
42559,8323.2,142159936
42558,8337.9,160327312
42556,8335.95,143253936
42555,8370.7,158955824
42552,8328.35,170581888
42551,8287.75,288031936
42550,8204,151499712
42549,8127.85,175724272
42548,8094.7,167462704
42545,8088.6,306803648
42544,8270.45,158852672
42543,8203.7,140268304
42542,8219.9,141161920
42541,8238.5,173750784
42538,8170.2,171842752
42537,8140.75,195028736
42536,8206.6,174953936
42535,8108.85,150042368
42534,8110.6,174916288
42531,8170.05,187757376
42530,8203.6,180293040
42529,8273.05,179710368
42528,8266.45,249365712
42527,8201.05,176885232
42524,8220.8,390652032
42523,8218.95,187316368
42522,8179.95,200371824
42521,8160.1,485645728
42520,8178.5,255086288
42517,8156.65,268963936
42516,8069.65,272456320
42515,7934.9,181636656
42514,7748.85,151538176
42513,7731.05,177347952
42510,7749.7,161889440
42509,7783.4,175711824
42508,7870.15,161169424
42507,7890.75,189140816
42506,7860.75,211547776
42503,7814.9,185061776
42502,7900.4,157444912
42501,7848.85,220712496
42500,7887.8,166957280
42499,7866.05,165616832
42496,7733.45,168662224
42495,7735.5,190792832
42494,7706.55,205939088
42493,7747,192271376
42492,7805.9,150818176
42489,7849.8,251227040
42488,7847.25,301485184
42487,7979.9,213174064
42486,7962.65,208656800
42485,7855.05,150776960
42482,7899.3,188988544
42481,7912.05,230577120
42480,7914.75,211630064
42478,7914.7,190258560
42473,7850.45,227217280
42472,7708.95,168508976
42471,7671.4,185353264
42468,7555.2,147816464
42467,7546.45,241684048
42466,7614.35,170653808
42465,7603.2,210126896
42464,7758.8,160277936
42461,7713.05,189571552
42460,7738.4,391914048
42459,7735.2,239843744
42458,7597,223493456
42457,7615.1,249905120
42452,7716.5,205794768
42451,7714.9,215355840
42450,7704.25,202853392
42447,7604.35,244727488
42446,7512.55,247043952
42445,7498.75,201430032
42444,7460.6,199653872
42443,7538.75,172067216
42440,7510.2,204806576
42439,7486.15,231584304
42438,7531.8,252709392
42437,7485.3,264945392
42433,7485.35,290441216
42432,7475.6,287248544
42431,7368.85,348965696
42430,7222.3,283561568
42429,6987.05,487969280
42426,7029.75,213142576
42425,6970.6,291932544
42424,7018.7,205898416
42423,7109.55,200396976
42422,7234.55,159162848
42419,7210.75,198206480
42418,7191.75,254331504
42417,7108.45,268017968
42416,7048.25,261607456
42415,7162.95,365217088
42412,6980.95,344210720
42411,6976.35,301302944
42410,7215.7,254481344
42409,7298.2,218730272
42408,7387.25,176758992
42405,7489.1,257518896
42404,7404,229563360
42403,7361.8,197863296
42402,7455.55,237338912
42401,7555.95,206645024
42398,7563.55,307934048
42397,7424.65,283036288
42396,7437.75,193389888
42394,7436.15,168202496
42391,7422.45,236282064
42390,7276.8,248113280
42389,7309.3,232614144
42388,7435.1,194068336
42387,7351,240798176
42384,7437.8,203643072
42383,7536.8,206988544
42382,7562.4,221908256
42381,7510.3,168975968
42380,7563.85,194836784
42377,7601.35,162348688
42376,7568.3,194732864
42375,7741,151715824
42374,7784.65,149672976
42373,7791.3,138864912
42370,7963.2,64843836
42369,7946.35,155645104
42368,7896.25,110145856
42367,7928.95,116535968
42366,7925.15,126737808
42362,7861.05,96374248
42361,7865.95,121480720
42360,7786.1,129633328
42359,7834.45,130174104
42356,7761.95,197319840
42355,7844.35,181256784
42354,7750.9,159149344
42353,7700.9,138479056
42352,7650.05,153492608
42349,7610.45,172996480
42348,7683.3,145249296
42347,7612.5,144315696
42346,7701.7,139318400
42345,7765.4,141893280
42342,7781.9,157231680
42341,7864.15,129628400
42340,7931.35,130207408
42339,7954.9,142945424
42338,7935.25,223041696
42335,7942.7,154863040
42334,7883.8,226632192
42332,7831.6,134562912
42331,7849.25,130871600
42328,7856.55,156610432
42327,7842.75,136702512
42326,7731.8,148037728
42325,7837.55,149451216
42324,7806.6,154134880
42321,7762.25,165876816
42319,7825,22380436
42318,7783.35,170267408
42317,7915.2,218422384
42314,7954.3,226329408
42313,7955.45,136223824
42312,8040.2,125935848
42311,8060.7,136625376
42310,8050.8,140323984
42307,8065.8,205663488
42306,8111.75,224234128
42305,8171.2,194708672
42304,8232.9,161493488
42303,8260.55,138006304
42300,8295.45,156664304
42298,8251.7,149270048
42297,8261.65,159947744
42296,8275.05,128300208
42293,8238.15,161153552
42292,8179.5,172429856
42291,8107.9,143158112
42290,8131.7,150431776
42289,8143.6,205255920
42286,8189.7,205859184
42285,8129.35,177030496
42284,8177.4,199911168
42283,8152.9,184037904
42282,8119.3,188830272
42278,7950.9,161809888
42277,7948.9,217187904
42276,7843.3,248106976
42275,7795.7,140480208
42271,7868.5,208766512
42270,7845.95,151196368
42269,7812,173569424
42268,7977.1,125628592
42265,7981.9,249313424
42263,7899.15,144331408
42262,7829.1,140722000
42261,7872.25,126630776
42258,7789.3,140576944
42257,7788.1,165313440
42256,7818.6,214842736
42255,7688.25,177514608
42254,7558.8,145763904
42251,7655.05,199569984
42250,7823,160609680
42249,7717,222003488
42248,7785.85,190581168
42247,7971.3,204254624
42244,8001.95,201572448
42243,7948.95,314422784
42242,7791.85,223261360
42241,7880.7,308255264
42240,7809,322096416
42237,8299.95,207542064
42236,8372.75,189841776
42235,8495.15,134512112
42234,8466.55,157991552
42233,8477.3,180083824
42230,8518.55,160680256
42229,8355.85,195079104
42228,8349.45,195904304
42227,8462.35,159192688
42226,8525.6,127194888
42223,8564.6,148073600
42222,8588.65,139116400
42221,8567.95,136948288
42220,8516.9,193226096
42219,8543.05,161485760
42216,8532.85,209629296
42215,8421.8,221939184
42214,8375.05,145399008
42213,8337,179983808
42212,8361,140828064
42209,8521.55,131344832
42208,8589.8,136962512
42207,8633.5,141018384
42206,8529.45,169151104
42205,8603.45,93439296
42202,8609.85,108190400
42201,8608.05,119637040
42200,8523.8,108835520
42199,8454.1,104893792
42198,8459.65,121380176
42195,8360.55,158883920
42194,8328.55,135358656
42193,8363.05,193886992
42192,8510.8,126038232
42191,8522.15,104578128
42188,8484.9,91142976
42187,8444.9,115472144
42186,8453.05,135887472
42185,8368.5,163366256
42184,8318.4,136106704
42181,8381.1,113959472
42180,8398,207421344
42179,8360.85,134062736
42178,8381.55,135844704
42177,8353.1,126542472
42174,8224.95,151576000
42173,8174.6,149266112
42172,8091.55,157205712
42171,8047.3,127809456
42170,8013.9,137116384
42167,7982.9,140839872
42166,7965.35,171348960
42165,8124.45,141030208
42164,8022.4,140217680
42163,8044.15,140075744
42160,8114.7,167055312
42159,8130.65,159470848
42158,8135.1,176661648
42157,8236.45,151337664
42156,8433.4,125990616
42153,8433.65,375232192
42152,8319,239549056
42151,8334.6,170583408
42150,8339.35,120428896
42149,8370.25,125051168
42146,8458.95,193080656
42145,8421,148189488
42144,8423.25,127388800
42143,8365.65,144642336
42142,8373.65,153340464
42139,8262.35,133838056
42138,8224.2,138964400
42137,8235.45,175015184
42136,8126.95,178753984
42135,8325.25,197882944
42132,8191.5,188776096
42131,8057.3,166563664
42130,8097,212509840
42129,8324.8,156019936
42128,8331.95,136913824
42124,8181.5,281696256
42123,8239.75,174958512
42122,8285.6,183754624
42121,8213.8,174706336
42118,8305.25,177843968
42117,8398.3,169840752
42116,8429.7,176926944
42115,8377.75,418959072
42114,8448.1,154492320
42111,8606,155474160
42110,8706.7,149337168
42109,8750.2,170458016
42107,8834,122833400
42104,8780.35,141464352
42103,8778.3,158192912
42102,8714.4,149617728
42101,8660.3,141765376
42100,8659.9,150877856
42095,8586.25,136312448
42094,8491,177059504
42093,8492.3,142061296
42090,8341.4,198979328
42089,8342.15,288758336
42088,8530.8,165952160
42087,8542.95,161465472
42086,8550.9,155425776
42083,8570.9,179982752
42082,8634.65,168628416
42081,8685.9,161153536
42080,8723.3,182504640
42079,8633.15,168438048
42076,8647.75,184665968
42075,8776,179337984
42074,8699.95,178053296
42073,8712.05,168916336
42072,8756.75,160332832
42068,8937.75,165081472
42067,8922.65,256060368
42066,8996.25,183251968
42065,8956.75,224772592
